word,mean,frequence,std,scores
liberal,1.5,15,0.5,"[2, 1, 1, 2, 2, 1, 2, 1, 2, 1]"
unbearable,-1.9,15,0.538516481,"[-2, -2, -2, -3, -1, -2, -2, -2, -2, -1]"
undone,-0.9,15,0.538516481,"[-2, -1, -1, 0, -1, -1, -1, -1, 0, -1]"
preferences,2.8,15,0.4,"[3, 3, 3, 3, 3, 2, 2, 3, 3, 3]"
lean,2.3,15,0.640312424,"[3, 3, 2, 3, 2, 1, 2, 2, 3, 2]"
drowning,-1.1,15,0.538516481,"[-1, -2, -1, 0, -2, -1, -1, -1, -1, -1]"
priceless,2.8,15,0.6,"[3, 2, 3, 2, 3, 3, 3, 3, 4, 2]"
yawn,-2.4,15,0.489897949,"[-2, -3, -3, -3, -3, -2, -2, -2, -2, -2]"
surging,2,15,0.632455532,"[2, 3, 2, 2, 3, 2, 2, 1, 2, 1]"
impulsive,-2.5,15,0.5,"[-2, -2, -2, -3, -3, -2, -3, -3, -3, -2]"
crackdown,-1.9,15,0.3,"[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
flourish,2.5,15,0.5,"[3, 2, 3, 3, 2, 2, 2, 2, 3, 3]"
apocalypse,-3,15,0.894427191,"[-1, -4, -3, -4, -4, -3, -3, -2, -3, -3]"
backward,-3.2,15,0.748331477,"[-3, -4, -4, -3, -3, -4, -2, -4, -2, -3]"
evident,1.6,15,0.489897949,"[2, 2, 2, 1, 2, 1, 1, 2, 2, 1]"
dragons,-3.7,15,0.458257569,"[-3, -4, -4, -4, -3, -4, -4, -4, -3, -4]"
motive,-1.1,15,0.7,"[-1, 0, -2, 0, -1, -1, -1, -2, -2, -1]"
afloat,1.4,15,0.489897949,"[2, 2, 2, 1, 1, 1, 1, 1, 2, 1]"
crowded,-2.8,14,0.4,"[-3, -3, -3, -3, -3, -3, -2, -3, -3, -2]"
ranting,-2.4,14,0.489897949,"[-2, -3, -3, -3, -2, -3, -2, -2, -2, -2]"
reinforce,-0.1,14,0.538516481,"[1, 0, 0, -1, 0, 0, -1, 0, 0, 0]"
vex,-2.8,14,0.4,"[-2, -2, -3, -3, -3, -3, -3, -3, -3, -3]"
utterly,-2.3,14,0.640312424,"[-3, -2, -2, -3, -2, -3, -3, -2, -2, -1]"
bent,-1.2,14,0.6,"[-1, 0, -1, -2, -1, -2, -1, -1, -1, -2]"
misconception,-3,14,0.447213595,"[-3, -4, -3, -2, -3, -3, -3, -3, -3, -3]"
stuffed,-2,14,0.447213595,"[-3, -2, -2, -2, -2, -2, -1, -2, -2, -2]"
addict,-0.2,14,0.4,"[0, 0, 0, -1, 0, -1, 0, 0, 0, 0]"
wrath,-1.5,14,0.5,"[-1, -2, -1, -1, -2, -2, -1, -1, -2, -2]"
precaution,2.4,14,0.663324958,"[3, 3, 2, 2, 1, 2, 3, 2, 3, 3]"
sanity,2.9,14,0.7,"[2, 2, 2, 3, 4, 4, 3, 3, 3, 3]"
tendency,-0.7,14,0.640312424,"[-1, 0, -1, 0, -2, 0, -1, -1, -1, 0]"
immensely,0.9,14,0.538516481,"[1, 0, 1, 1, 1, 1, 1, 1, 2, 0]"
civilization,1.6,14,0.489897949,"[2, 1, 2, 2, 1, 2, 2, 1, 1, 2]"
profanity,-2.8,14,0.6,"[-2, -4, -3, -2, -3, -3, -3, -2, -3, -3]"
rogue,-2.4,14,0.489897949,"[-3, -3, -3, -2, -2, -2, -2, -2, -2, -3]"
enticing,2.2,14,0.4,"[2, 2, 2, 3, 2, 2, 2, 2, 3, 2]"
flirt,-2.5,14,0.670820393,"[-2, -2, -3, -2, -3, -2, -2, -3, -2, -4]"
massacre,-2.8,14,0.4,"[-2, -3, -2, -3, -3, -3, -3, -3, -3, -3]"
apparent,-1,14,0.774596669,"[0, -2, -2, -1, 0, -2, -1, 0, -1, -1]"
faint,-1.4,14,0.663324958,"[-1, -1, -3, -1, -1, -1, -1, -2, -1, -2]"
proclaim,-0.2,14,0.6,"[0, -1, 0, -1, -1, 0, 0, 1, 0, 0]"
rectify,2.2,14,0.6,"[2, 1, 3, 2, 2, 2, 3, 2, 3, 2]"
coping,-1.3,14,0.458257569,"[-1, -1, -1, -1, -2, -2, -1, -1, -1, -2]"
flame,1.4,13,0.489897949,"[1, 1, 1, 2, 1, 2, 2, 1, 1, 2]"
transport,-0.3,13,0.640312424,"[-1, 0, 0, 0, 0, -1, 0, -1, -1, 1]"
brute,-3.1,13,0.3,"[-4, -3, -3, -3, -3, -3, -3, -3, -3, -3]"
savvy,2.7,13,0.458257569,"[3, 3, 2, 2, 2, 3, 3, 3, 3, 3]"
repair,1.5,13,0.5,"[1, 2, 1, 2, 2, 2, 1, 2, 1, 1]"
fragile,-0.6,13,0.8,"[-1, 0, 0, -1, -1, -2, 0, -1, 1, -1]"
fictional,-1.7,13,0.458257569,"[-2, -2, -2, -2, -1, -2, -2, -1, -1, -2]"
notion,-0.1,13,0.538516481,"[0, 0, 0, 0, 0, -1, -1, 0, 1, 0]"
evenly,1.2,13,0.6,"[2, 1, 2, 1, 1, 1, 0, 1, 2, 1]"
choppy,-1.5,13,0.5,"[-2, -2, -1, -2, -1, -2, -1, -1, -2, -1]"
boast,-2.6,13,0.489897949,"[-3, -3, -2, -3, -2, -3, -3, -2, -3, -2]"
realization,-0.7,13,0.640312424,"[0, -1, -2, 0, -1, -1, -1, -1, 0, 0]"
legitimately,2.5,13,0.5,"[2, 2, 2, 3, 3, 3, 2, 3, 2, 3]"
err,-2.5,13,0.5,"[-2, -3, -2, -2, -3, -2, -3, -3, -2, -3]"
needful,1.3,13,0.640312424,"[2, 2, 1, 1, 1, 2, 1, 1, 2, 0]"
complement,1.8,13,0.871779789,"[4, 2, 2, 2, 2, 1, 2, 1, 1, 1]"
surrender,-2.2,13,0.4,"[-2, -3, -2, -3, -2, -2, -2, -2, -2, -2]"
justification,3.2,13,0.6,"[4, 3, 4, 2, 3, 3, 3, 4, 3, 3]"
amazingly,2.5,13,0.5,"[2, 3, 2, 3, 3, 3, 2, 3, 2, 2]"
consequently,-0.2,13,0.6,"[0, -1, 0, 0, 0, -1, 0, 1, 0, -1]"
improbable,-3.4,13,0.489897949,"[-3, -4, -3, -3, -3, -4, -4, -4, -3, -3]"
rhetorical,-3,13,0.447213595,"[-3, -3, -3, -2, -3, -3, -3, -3, -4, -3]"
underdog,-3.1,13,0.538516481,"[-4, -3, -3, -3, -3, -3, -3, -4, -3, -2]"
sincerity,1.2,13,0.6,"[2, 1, 2, 1, 0, 1, 2, 1, 1, 1]"
renewable,0.3,13,0.458257569,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
onward,1,12,0.632455532,"[1, 2, 1, 1, 0, 1, 0, 1, 2, 1]"
unbelievably,-2.4,12,0.489897949,"[-2, -2, -3, -2, -3, -2, -2, -2, -3, -3]"
suffice,1.3,12,0.458257569,"[1, 1, 1, 1, 2, 1, 1, 1, 2, 2]"
subtract,-1,12,0.447213595,"[-1, -1, -2, -1, -1, 0, -1, -1, -1, -1]"
oddly,-2.9,12,0.538516481,"[-2, -3, -3, -3, -3, -3, -3, -3, -2, -4]"
taxing,-1.2,12,0.6,"[-2, -2, -1, -1, -1, -1, 0, -2, -1, -1]"
simplicity,2.5,12,0.5,"[2, 3, 2, 3, 3, 3, 2, 2, 3, 2]"
eminent,2.1,12,0.538516481,"[2, 3, 2, 1, 3, 2, 2, 2, 2, 2]"
obliged,2.5,12,0.5,"[3, 2, 3, 2, 2, 2, 3, 3, 3, 2]"
vomit,-0.6,12,0.489897949,"[-1, -1, 0, 0, 0, -1, -1, 0, -1, -1]"
delusion,-0.8,12,0.748331477,"[0, -1, 0, -1, 0, -2, -1, 0, -2, -1]"
fitting,1.9,12,0.538516481,"[2, 2, 2, 2, 2, 3, 2, 2, 1, 1]"
verifiable,1.3,12,0.640312424,"[2, 0, 1, 1, 2, 1, 1, 1, 2, 2]"
firmly,-0.2,12,0.6,"[-1, 1, 0, 0, 0, -1, 0, 0, 0, -1]"
demon,-3.1,12,0.538516481,"[-3, -3, -3, -4, -3, -3, -4, -2, -3, -3]"
masters,2.8,12,0.6,"[3, 2, 3, 3, 3, 3, 4, 2, 2, 3]"
fever,-0.8,12,0.748331477,"[-2, -1, -1, -1, 0, -1, 1, -1, -1, -1]"
compulsory,-2.6,12,0.489897949,"[-3, -2, -2, -2, -2, -3, -3, -3, -3, -3]"
prohibit,-1.5,12,0.806225775,"[-2, -1, -3, -1, -2, -2, -1, 0, -1, -2]"
conscience,0.8,12,0.4,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 0]"
biting,-2.3,12,0.781024968,"[-2, -2, -2, -2, -3, -2, -1, -4, -3, -2]"
obey,1.9,12,0.7,"[3, 2, 2, 2, 3, 1, 2, 2, 1, 1]"
foresight,1.9,12,0.538516481,"[2, 1, 2, 2, 2, 2, 1, 2, 2, 3]"
opponent,-1.5,12,0.5,"[-1, -2, -1, -1, -1, -2, -2, -2, -1, -2]"
condolences,-1.2,12,0.4,"[-1, -2, -1, -1, -1, -1, -1, -1, -2, -1]"
tickle,0.8,12,0.4,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 0]"
undoubtedly,3,12,0.632455532,"[3, 3, 3, 3, 4, 3, 2, 2, 3, 4]"
untrue,-3.2,12,0.6,"[-3, -3, -4, -2, -3, -3, -3, -3, -4, -4]"
rebuke,-2.6,12,0.663324958,"[-3, -2, -2, -2, -3, -4, -2, -2, -3, -3]"
hoard,-1.7,12,0.458257569,"[-2, -1, -2, -2, -2, -2, -1, -2, -1, -2]"
tradition,1.6,12,0.489897949,"[1, 1, 1, 1, 2, 2, 2, 2, 2, 2]"
spade,-3.3,12,0.640312424,"[-4, -3, -3, -3, -3, -3, -4, -4, -4, -2]"
discretion,0.6,12,0.489897949,"[0, 0, 1, 1, 1, 0, 0, 1, 1, 1]"
temptation,-2.1,12,0.538516481,"[-2, -1, -3, -2, -2, -2, -2, -3, -2, -2]"
tiring,-2.5,12,0.5,"[-2, -2, -3, -3, -3, -3, -2, -2, -3, -2]"
absorbed,-0.7,11,0.458257569,"[-1, -1, 0, -1, 0, -1, -1, -1, 0, -1]"
mire,-2.1,11,0.538516481,"[-2, -2, -2, -3, -2, -1, -2, -2, -2, -3]"
imperial,2.1,11,0.3,"[2, 2, 2, 3, 2, 2, 2, 2, 2, 2]"
polished,1.2,11,0.4,"[1, 1, 1, 1, 1, 1, 2, 2, 1, 1]"
stir,-0.1,11,0.7,"[0, 1, 1, 0, -1, 0, -1, 0, -1, 0]"
headaches,-1.3,11,0.458257569,"[-1, -1, -1, -2, -2, -1, -1, -1, -2, -1]"
oversight,-1.8,11,0.4,"[-2, -2, -1, -2, -2, -1, -2, -2, -2, -2]"
sham,-2.6,11,0.489897949,"[-3, -3, -2, -2, -2, -2, -3, -3, -3, -3]"
conveniently,2,11,0.447213595,"[2, 1, 2, 2, 2, 2, 2, 2, 3, 2]"
conquer,1.6,11,0.663324958,"[1, 2, 2, 2, 2, 2, 1, 0, 2, 2]"
rightfully,2.1,11,0.538516481,"[2, 2, 2, 2, 2, 2, 1, 2, 3, 3]"
unfamiliar,-1.2,11,0.4,"[-1, -1, -1, -2, -1, -1, -2, -1, -1, -1]"
ought,1.2,11,0.6,"[1, 2, 1, 1, 2, 1, 1, 0, 2, 1]"
ruthless,-3,11,0.632455532,"[-3, -3, -2, -3, -3, -4, -3, -4, -2, -3]"
clout,1.9,11,0.3,"[2, 2, 2, 1, 2, 2, 2, 2, 2, 2]"
fallacy,-1.7,11,0.458257569,"[-2, -1, -2, -2, -1, -2, -2, -2, -2, -1]"
alleviate,2.1,11,0.3,"[2, 2, 3, 2, 2, 2, 2, 2, 2, 2]"
infamous,-1.7,11,0.781024968,"[-1, -1, -3, -2, -2, -3, -2, -1, -1, -1]"
welfare,-0.1,11,0.538516481,"[-1, 0, 0, 0, 0, 1, 0, 0, -1, 0]"
idol,2.6,11,0.489897949,"[3, 2, 3, 2, 3, 3, 3, 3, 2, 2]"
awesomeness,2.7,11,0.640312424,"[3, 4, 3, 2, 2, 3, 2, 2, 3, 3]"
evaluation,0.2,11,0.6,"[0, 0, 0, 1, 0, 0, 1, 1, 0, -1]"
bonkers,-2.3,11,0.640312424,"[-3, -2, -3, -2, -1, -3, -2, -3, -2, -2]"
nimble,3,11,0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
expressions,-1.4,11,0.489897949,"[-1, -2, -1, -1, -2, -2, -2, -1, -1, -1]"
fidelity,2.3,11,0.640312424,"[2, 3, 3, 1, 3, 2, 2, 2, 2, 3]"
illogical,-2.7,11,0.640312424,"[-3, -1, -3, -3, -3, -2, -3, -3, -3, -3]"
epidemic,-0.3,11,0.458257569,"[0, -1, 0, 0, 0, 0, -1, 0, 0, -1]"
voluntary,0.7,10,0.458257569,"[1, 1, 0, 1, 1, 0, 1, 1, 0, 1]"
facetious,-3.1,10,0.538516481,"[-4, -3, -2, -3, -3, -3, -3, -4, -3, -3]"
spooky,-1.9,10,0.538516481,"[-2, -2, -2, -2, -1, -2, -2, -1, -3, -2]"
wholesome,2.8,10,0.4,"[3, 3, 3, 2, 3, 2, 3, 3, 3, 3]"
indirect,-0.4,10,0.489897949,"[0, -1, -1, -1, 0, 0, -1, 0, 0, 0]"
intriguing,2,10,0.632455532,"[2, 2, 3, 2, 2, 3, 1, 1, 2, 2]"
unnoticed,-1.6,10,0.489897949,"[-1, -2, -1, -2, -1, -2, -1, -2, -2, -2]"
jar,-0.9,10,0.538516481,"[-1, -1, -2, -1, -1, -1, -1, 0, -1, 0]"
intensive,-0.6,10,0.489897949,"[0, 0, 0, -1, -1, -1, -1, -1, -1, 0]"
grill,-2.1,10,0.3,"[-2, -2, -3, -2, -2, -2, -2, -2, -2, -2]"
wounds,-1.8,10,0.6,"[-1, -1, -2, -2, -3, -2, -1, -2, -2, -2]"
apt,0.6,10,0.663324958,"[2, 0, 0, 1, 1, 0, 1, 0, 0, 1]"
snatch,-1.1,10,0.943398113,"[-1, 0, -1, 0, -1, -1, -2, -2, 0, -3]"
blasphemy,-1.8,10,0.4,"[-1, -2, -2, -2, -2, -2, -1, -2, -2, -2]"
catchy,2.5,10,0.5,"[3, 2, 3, 2, 2, 3, 2, 3, 3, 2]"
enlightenment,0.4,10,0.489897949,"[0, 0, 1, 0, 0, 1, 1, 0, 1, 0]"
insinuating,-1.9,10,0.538516481,"[-1, -2, -2, -2, -2, -2, -2, -2, -1, -3]"
unimaginable,-1.4,10,0.663324958,"[-2, -1, -2, -1, -2, -2, -1, -2, -1, 0]"
responsibly,2.1,10,0.7,"[3, 1, 2, 2, 2, 2, 3, 1, 3, 2]"
crippling,-2.7,10,0.458257569,"[-3, -3, -3, -2, -3, -2, -2, -3, -3, -3]"
clash,-1.2,10,0.6,"[-1, -2, -2, -1, 0, -2, -1, -1, -1, -1]"
limitless,0.2,10,0.4,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
sting,-3.2,10,0.4,"[-3, -4, -3, -3, -4, -3, -3, -3, -3, -3]"
feat,1.3,10,0.640312424,"[2, 1, 2, 1, 1, 2, 2, 1, 1, 0]"
stunt,-2.3,10,0.458257569,"[-3, -2, -2, -2, -2, -3, -2, -2, -3, -2]"
pivotal,0.2,10,0.6,"[0, 0, 1, 0, 0, 0, 1, 1, -1, 0]"
endure,2,10,0.632455532,"[2, 2, 1, 1, 2, 3, 2, 2, 2, 3]"
forsee,1,10,0.447213595,"[1, 1, 0, 2, 1, 1, 1, 1, 1, 1]"
noticeable,1.2,10,0.6,"[2, 1, 1, 0, 2, 1, 1, 1, 1, 2]"
rampage,-2,10,0.447213595,"[-1, -2, -2, -2, -2, -2, -2, -3, -2, -2]"
crooked,-2.3,10,0.458257569,"[-3, -2, -2, -2, -3, -2, -2, -2, -2, -3]"
readily,-0.1,10,0.538516481,"[0, 0, -1, 0, 0, 0, 0, 1, -1, 0]"
marginal,-2,10,0.447213595,"[-3, -2, -2, -2, -2, -2, -2, -1, -2, -2]"
mild,1.3,10,0.458257569,"[2, 1, 1, 2, 1, 1, 1, 1, 1, 2]"
reprove,-2.1,10,0.538516481,"[-2, -2, -3, -2, -3, -2, -2, -1, -2, -2]"
exhort,-2.9,10,0.7,"[-3, -3, -4, -3, -2, -3, -4, -2, -3, -2]"
luxurious,2.4,10,0.489897949,"[2, 3, 2, 3, 2, 3, 2, 2, 2, 3]"
forged,-2.3,10,0.458257569,"[-3, -2, -3, -2, -3, -2, -2, -2, -2, -2]"
tidy,2.7,10,0.640312424,"[2, 3, 2, 3, 4, 2, 3, 3, 3, 2]"
shallow,-1.1,10,0.538516481,"[-2, -1, -1, -2, 0, -1, -1, -1, -1, -1]"
plague,-1,10,0.447213595,"[0, -1, -2, -1, -1, -1, -1, -1, -1, -1]"
outbreak,-1.2,10,0.6,"[-1, -1, -1, 0, -1, -2, -2, -1, -2, -1]"
bogus,-1.6,10,0.8,"[-1, 0, -2, -1, -2, -1, -2, -2, -3, -2]"
brotherly,2.2,10,0.4,"[2, 2, 2, 2, 2, 2, 2, 3, 2, 3]"
comrades,2.1,10,0.3,"[3, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
gusto,3,10,0.447213595,"[3, 3, 2, 3, 3, 3, 3, 4, 3, 3]"
hectic,-0.8,10,0.6,"[-1, 0, -1, -1, 0, -1, -1, -1, 0, -2]"
uncommon,2.5,10,0.670820393,"[2, 4, 3, 2, 2, 3, 2, 2, 3, 2]"
hustler,-0.9,10,0.538516481,"[-1, -1, 0, -1, -2, -1, 0, -1, -1, -1]"
annihilate,-2.4,9,0.489897949,"[-2, -3, -2, -3, -3, -2, -2, -2, -2, -3]"
compel,-1.9,9,0.7,"[-1, -2, -2, -1, -2, -1, -2, -3, -3, -2]"
indicative,0.7,9,0.640312424,"[1, 1, 1, 0, 0, 0, 1, 0, 1, 2]"
overthrow,0.2,9,0.4,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
sap,-3.4,9,0.663324958,"[-4, -3, -3, -4, -3, -4, -4, -3, -2, -4]"
misconceptions,-3.6,9,0.489897949,"[-4, -4, -3, -3, -4, -4, -3, -4, -4, -3]"
reinforcement,1.4,9,0.489897949,"[2, 1, 2, 1, 1, 2, 2, 1, 1, 1]"
rave,3.4,9,0.489897949,"[4, 4, 4, 3, 3, 3, 3, 4, 3, 3]"
illusions,-2.2,9,0.4,"[-3, -2, -3, -2, -2, -2, -2, -2, -2, -2]"
paralyzed,-1.6,9,0.663324958,"[-2, -1, -2, -2, -1, -2, 0, -2, -2, -2]"
inclusive,1.8,9,0.4,"[1, 2, 2, 2, 1, 2, 2, 2, 2, 2]"
precision,2,9,0.447213595,"[1, 2, 2, 2, 2, 2, 2, 3, 2, 2]"
admittedly,2.7,9,0.458257569,"[3, 3, 3, 2, 2, 3, 2, 3, 3, 3]"
astronomically,0.4,9,0.663324958,"[1, 0, 0, 1, 1, -1, 1, 0, 1, 0]"
fanatics,-3.5,9,0.5,"[-3, -3, -4, -4, -4, -4, -3, -3, -4, -3]"
ponder,-0.4,9,0.489897949,"[-1, 0, 0, 0, -1, 0, 0, -1, -1, 0]"
loopholes,-1.2,9,0.6,"[-2, 0, -1, -1, -1, -1, -2, -1, -1, -2]"
envision,1.2,9,0.4,"[1, 1, 1, 2, 1, 1, 2, 1, 1, 1]"
admission,0.9,9,0.538516481,"[1, 1, 1, 1, 0, 2, 0, 1, 1, 1]"
lighten,0.8,9,0.6,"[0, 1, 1, 1, 2, 0, 1, 0, 1, 1]"
expansive,2.8,9,0.4,"[2, 3, 3, 2, 3, 3, 3, 3, 3, 3]"
rightful,2.4,9,0.489897949,"[3, 2, 2, 2, 3, 3, 2, 2, 3, 2]"
striking,2.3,9,0.458257569,"[2, 3, 3, 3, 2, 2, 2, 2, 2, 2]"
reiterate,-1.1,9,0.7,"[-2, -1, -1, -1, 0, -1, -2, -2, 0, -1]"
debacle,-2.9,9,0.3,"[-3, -3, -3, -3, -3, -3, -3, -3, -2, -3]"
unfinished,-1.8,9,0.4,"[-2, -2, -2, -2, -1, -1, -2, -2, -2, -2]"
salvation,2.9,9,0.538516481,"[3, 2, 3, 3, 4, 3, 3, 3, 2, 3]"
voluntarily,2.1,9,0.538516481,"[2, 2, 2, 2, 3, 3, 1, 2, 2, 2]"
blasted,-2.1,9,0.3,"[-2, -2, -2, -2, -2, -2, -2, -3, -2, -2]"
debatable,-2.6,9,0.663324958,"[-2, -3, -2, -3, -2, -2, -3, -3, -2, -4]"
renowned,1.7,9,0.458257569,"[1, 1, 2, 2, 2, 1, 2, 2, 2, 2]"
edgy,-2.5,9,0.5,"[-3, -2, -3, -2, -2, -3, -3, -2, -2, -3]"
moot,-1.7,9,0.640312424,"[-1, -1, -3, -1, -2, -2, -2, -2, -1, -2]"
gibberish,-1.9,9,0.538516481,"[-3, -2, -1, -2, -2, -2, -2, -2, -2, -1]"
persuade,3.1,9,0.538516481,"[3, 4, 3, 3, 4, 2, 3, 3, 3, 3]"
audacity,-1.6,9,0.489897949,"[-2, -1, -2, -1, -2, -1, -2, -1, -2, -2]"
exceeding,1.9,9,0.7,"[1, 2, 1, 1, 2, 3, 3, 2, 2, 2]"
sage,1.8,9,0.6,"[1, 2, 2, 1, 2, 2, 3, 1, 2, 2]"
elevated,2,9,0.447213595,"[2, 2, 2, 2, 3, 2, 2, 2, 1, 2]"
pragmatic,3.4,9,0.489897949,"[3, 4, 4, 3, 3, 3, 3, 4, 3, 4]"
honeymoon,1.7,9,0.640312424,"[1, 2, 2, 2, 3, 1, 2, 1, 2, 1]"
affirmative,1.9,8,0.538516481,"[1, 2, 3, 2, 2, 2, 1, 2, 2, 2]"
profound,2,8,0.632455532,"[2, 1, 1, 2, 2, 2, 2, 2, 3, 3]"
inexpensive,1.5,8,0.5,"[2, 2, 1, 2, 1, 1, 1, 2, 1, 2]"
seasoned,2,8,0.632455532,"[2, 3, 2, 1, 2, 2, 2, 2, 1, 3]"
sickness,-1.1,8,0.7,"[-1, 0, -1, -2, -2, -1, 0, -1, -2, -1]"
sly,-1.6,8,0.489897949,"[-2, -2, -1, -1, -2, -2, -2, -1, -1, -2]"
indefinite,-1.2,8,0.4,"[-1, -1, -1, -1, -1, -1, -1, -1, -2, -2]"
prudent,2.6,8,0.489897949,"[3, 3, 3, 3, 2, 3, 2, 2, 2, 3]"
clog,-1.4,8,0.663324958,"[-1, -2, -3, -1, -2, -1, -1, -1, -1, -1]"
negate,-1,8,0.632455532,"[0, -1, -2, -1, -1, -1, 0, -2, -1, -1]"
proportionate,-0.3,8,0.458257569,"[0, -1, -1, 0, 0, 0, 0, -1, 0, 0]"
bloom,1.4,8,0.663324958,"[1, 1, 0, 1, 2, 1, 2, 2, 2, 2]"
abyss,-3.2,8,0.6,"[-3, -4, -3, -4, -2, -4, -3, -3, -3, -3]"
almighty,1.9,8,0.538516481,"[2, 2, 2, 2, 1, 3, 2, 2, 1, 2]"
extortion,-2.6,8,0.489897949,"[-2, -3, -3, -3, -2, -2, -2, -3, -3, -3]"
fairness,1.7,8,0.458257569,"[1, 2, 2, 2, 1, 2, 2, 2, 1, 2]"
madman,-2.5,8,0.5,"[-2, -3, -2, -3, -2, -3, -2, -3, -2, -3]"
precautions,2,8,0.632455532,"[2, 1, 3, 2, 2, 2, 2, 2, 1, 3]"
ambiguous,-2.4,8,0.489897949,"[-2, -2, -2, -2, -3, -2, -3, -2, -3, -3]"
shred,-1.8,8,0.748331477,"[-1, -1, -3, -2, -1, -2, -2, -2, -3, -1]"
abide,1.8,8,0.6,"[1, 2, 2, 1, 3, 2, 2, 2, 2, 1]"
invaluable,3.1,8,0.3,"[3, 3, 3, 3, 3, 3, 3, 4, 3, 3]"
vent,-3.1,8,0.538516481,"[-4, -3, -3, -3, -3, -3, -3, -3, -2, -4]"
thriving,1.8,8,0.748331477,"[2, 2, 2, 3, 0, 2, 2, 2, 2, 1]"
revolt,-0.6,8,0.489897949,"[-1, -1, 0, 0, -1, -1, -1, 0, 0, -1]"
misfortune,-2.5,8,0.5,"[-2, -2, -2, -3, -2, -3, -3, -2, -3, -3]"
hallucination,-2.1,8,0.3,"[-2, -3, -2, -2, -2, -2, -2, -2, -2, -2]"
blatantly,-3,8,0.632455532,"[-3, -3, -4, -4, -3, -3, -3, -2, -2, -3]"
rightly,2.7,8,0.640312424,"[2, 2, 3, 3, 3, 3, 4, 3, 2, 2]"
lessen,-1.8,8,0.4,"[-2, -2, -1, -2, -2, -1, -2, -2, -2, -2]"
ingenious,2.8,8,0.6,"[3, 4, 2, 3, 3, 3, 3, 2, 3, 2]"
unwise,-2.4,8,0.8,"[-2, -3, -3, -3, -3, -3, -2, -1, -3, -1]"
workable,2.7,8,0.458257569,"[3, 2, 3, 2, 3, 3, 3, 3, 3, 2]"
attainable,1,8,0.447213595,"[0, 1, 1, 1, 1, 1, 2, 1, 1, 1]"
progressive,1.5,8,0.670820393,"[1, 1, 1, 1, 2, 3, 2, 2, 1, 1]"
butcher,-1.7,8,0.458257569,"[-1, -2, -2, -2, -2, -1, -1, -2, -2, -2]"
objectively,2.5,8,0.670820393,"[3, 3, 2, 3, 2, 1, 3, 2, 3, 3]"
dreamy,1.5,8,0.5,"[2, 1, 1, 2, 2, 1, 1, 1, 2, 2]"
spiritual,3.2,8,0.748331477,"[3, 3, 4, 3, 4, 2, 2, 4, 3, 4]"
defy,-3.2,8,0.6,"[-4, -4, -3, -3, -4, -2, -3, -3, -3, -3]"
outsider,-1.6,8,0.663324958,"[-1, -2, -2, -1, -2, -1, -1, -2, -3, -1]"
loophole,-1.9,8,0.538516481,"[-2, -3, -2, -1, -1, -2, -2, -2, -2, -2]"
stigma,-2.4,8,0.489897949,"[-2, -2, -3, -3, -2, -2, -2, -3, -2, -3]"
puppets,-2.7,8,0.458257569,"[-2, -3, -3, -3, -3, -2, -3, -3, -2, -3]"
brat,-3.1,8,0.538516481,"[-3, -3, -3, -4, -4, -3, -3, -3, -2, -3]"
squash,-2.9,8,0.538516481,"[-2, -3, -4, -3, -3, -3, -3, -3, -3, -2]"
tyranny,-2.1,8,0.538516481,"[-2, -3, -2, -2, -2, -3, -2, -1, -2, -2]"
lewd,-2.2,8,0.4,"[-2, -2, -3, -2, -2, -2, -2, -2, -3, -2]"
fluent,2.7,8,0.458257569,"[2, 3, 3, 2, 2, 3, 3, 3, 3, 3]"
bullies,-2.6,8,0.8,"[-2, -2, -4, -3, -2, -2, -2, -2, -3, -4]"
raving,-2.7,8,0.458257569,"[-3, -2, -3, -3, -3, -2, -3, -2, -3, -3]"
impeccable,3,7,0.447213595,"[4, 3, 3, 3, 3, 3, 3, 2, 3, 3]"
equality,1.2,7,0.4,"[1, 1, 1, 1, 1, 1, 2, 2, 1, 1]"
activist,1.2,7,0.6,"[0, 1, 2, 1, 1, 1, 2, 2, 1, 1]"
fierce,-2,7,0.447213595,"[-1, -2, -2, -2, -2, -2, -3, -2, -2, -2]"
nuances,1.3,7,0.640312424,"[1, 2, 2, 1, 2, 1, 1, 2, 1, 0]"
carnage,-2.6,7,0.663324958,"[-4, -3, -2, -3, -3, -3, -2, -2, -2, -2]"
abound,1.1,7,0.7,"[2, 2, 0, 1, 1, 1, 2, 1, 0, 1]"
chit,-2.6,7,0.489897949,"[-2, -3, -3, -2, -3, -3, -2, -2, -3, -3]"
redundancy,-1.7,7,0.458257569,"[-2, -1, -2, -1, -2, -1, -2, -2, -2, -2]"
comical,-0.8,7,0.748331477,"[0, -2, 0, -2, 0, -1, -1, -1, 0, -1]"
implication,-2.4,7,0.489897949,"[-3, -3, -2, -3, -2, -2, -2, -2, -3, -2]"
nuance,-0.1,7,0.3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1]"
